item,itemLabel,position,positionLabel,start,end,cabinet,cabinetLabel,ordinal,replaces,replacesLabel,replacedBy,replacedByLabel,nature,natureLabel,source,sourceName,statedName,psid
Q1652493,Sushma Swaraj,Q313465,Minister of External Affairs,2014-05-26T00:00:00Z,2019-05-30T00:00:00Z,,,,Q313515,Salman Khurshid,Q16186720,Subrahmanyam Jaishankar,,,,,,Q1652493-dfb5c43e-49f9-eb59-d8e4-d9b337e463e7
Q1034290,Swaran Singh,Q313465,Minister of External Affairs,1964-07-18T00:00:00Z,1966-11-14T00:00:00Z,,,,Q244689,Lal Bahadur Shastri,Q3634250,M. C. Chagla,,,,,,Q1034290-98cb1646-406a-52bd-c05c-fdbe6938ddfb
Q1034290,Swaran Singh,Q313465,Minister of External Affairs,1970-06-27T00:00:00Z,1974-10-10T00:00:00Z,,,,Q5278104,Dinesh Singh,Q1764541,Yashwantrao Chavan,,,,,,Q1034290-9058d833-40f4-f50e-1666-2d06bbb18e5e
Q3344992,Syama Prasad Mukherjee,Q6866058,Minister of Commerce and Industry,1947-08-15T00:00:00Z,1950-04-06T00:00:00Z,,,,,,Q7041597,Nityanand Kanungo,,,,,,Q3344992-4D491AC2-5289-40D6-BBE8-D9EC13B5026C
Q3534034,T. R. Baalu,Q6866308,Minister of Road Transport and Highways,,,,,,,,,,,,,,,Q3534034-dcdfe594-436e-8d40-5807-1cddd8781fc0
Q3109128,Uma Bharti,Q16934521,Minister of Water Resources,2014-05-26T00:00:00Z,,,,,,,,,,,,,,Q3109128-D7E1A8A1-9820-47B7-BEBA-2EF5C828F0CB
Q7881031,Uma Shankar Dikshit,Q3440901,Minister of Home Affairs,1973-02-05T00:00:00Z,1974-10-10T00:00:00Z,,,,Q1149,Indira Gandhi,Q3764086,Kasu Brahmananda Reddy,,,,,,Q7881031-98da259a-4d83-a8fc-61a0-5cab1c27db43
Q7906065,V. K. Duggal,Q48726877,Home Secretary,2005-03-01T00:00:00Z,2007-03-31T00:00:00Z,,,,,,,,,,,,,Q7906065-A7A6197E-EA6E-4D7F-AA31-C1C5EB275DEC
Q9455,Vallabhbhai Patel,Q1708557,Deputy Prime Minister of India,1947-08-15T00:00:00Z,1950-12-15T00:00:00Z,,,,,,Q218661,Morarji Desai,,,,,,Q9455-6EAE47FF-D101-43B9-93F3-59D1DC98985F
Q9455,Vallabhbhai Patel,Q3440901,Minister of Home Affairs,1948-08-15T00:00:00Z,1950-12-15T00:00:00Z,,,,,,Q378404,C. Rajagopalachari,,,,,,Q9455-8BF446DC-CCA2-41DC-88D1-BA17246B9A8A
Q3595860,Vengalil Krishnan Krishna Menon,Q3533315,Minister of Defence of India,1957-04-17T00:00:00Z,1962-10-31T00:00:00Z,,,,Q6347919,Kailash Nath Katju,Q1764541,Yashwantrao Chavan,,,,,,Q3595860-14A4D33E-F265-472B-A164-6BC451627BF9
Q7928167,Vidya Charan Shukla,Q313465,Minister of External Affairs,1990-11-21T00:00:00Z,1991-02-20T00:00:00Z,,,,Q248484,I. K. Gujral,Q334279,Chandra Shekhar,,,,,,Q7928167-d2be6af9-40a9-5a29-16a4-777d7ba98923
Q315338,Vishwanath Pratap Singh,Q3533315,Minister of Defence of India,1989-12-02T00:00:00Z,1990-11-10T00:00:00Z,,,,Q3595472,K. C. Pant,Q334279,Chandra Shekhar,,,,,,Q315338-EBCC0905-4E2B-4E58-9598-EEB3DEA52FEA
Q315338,Vishwanath Pratap Singh,Q313465,Minister of External Affairs,1989-12-02T00:00:00Z,1989-12-05T00:00:00Z,,,,Q275146,P. V. Narasimha Rao,Q248484,I. K. Gujral,,,,,,Q315338-2da31e9c-4834-259c-3c9e-aaf757b7850f
Q315338,Vishwanath Pratap Singh,Q1416501,Minister of Finance,1984-12-31T00:00:00Z,1987-01-23T00:00:00Z,,,,Q57446,Pranab Mukherjee,Q4593,Rajiv Gandhi,,,,,,Q315338-4D8BA00F-2AE9-49B6-AA63-CEA2B0C58E5F
Q315338,Vishwanath Pratap Singh,Q192711,Prime minister of India,1989-12-02T00:00:00Z,1990-11-10T00:00:00Z,,,7,Q4593,Rajiv Gandhi,Q334279,Chandra Shekhar,,,,,,Q315338-4cc78853-441d-6177-20da-bc6500458386
Q2723759,Yashwant Sinha,Q313465,Minister of External Affairs,2002-07-01T00:00:00Z,2004-05-22T00:00:00Z,,,,Q3518489,Jaswant Singh,Q1285090,K. Natwar Singh,,,,,,Q2723759-BF708EA1-D413-4223-9871-6E9F4445AD65
Q2723759,Yashwant Sinha,Q1416501,Minister of Finance,1990-01-01T00:00:00Z,1991-01-01T00:00:00Z,,,,Q339715,Madhu Dandavate,Q41914,Manmohan Singh,,,,,,Q2723759-7e98e506-41eb-531b-61c6-8a1e101e68b7
Q2723759,Yashwant Sinha,Q1416501,Minister of Finance,1998-01-01T00:00:00Z,2002-01-01T00:00:00Z,,,,Q377358,P. Chidambaram,Q3518489,Jaswant Singh,,,,,,Q2723759-8640e13c-4778-917a-0819-c5e461672b9f
Q1764541,Yashwantrao Chavan,Q1708557,Deputy Prime Minister of India,1979-07-28T00:00:00Z,1980-01-14T00:00:00Z,,,,Q1471625,Jagjivan Ram,Q1764533,Chaudhary Devi Lal,,,,,,Q1764541-40e97534-4d0a-618f-2f4e-e5781c998b23
Q1764541,Yashwantrao Chavan,Q1708557,Deputy Prime Minister of India,1979-07-28T00:00:00Z,1980-01-14T00:00:00Z,,,,Q319824,Charan Singh,Q1764533,Chaudhary Devi Lal,,,,,,Q1764541-40e97534-4d0a-618f-2f4e-e5781c998b23
Q1764541,Yashwantrao Chavan,Q3533315,Minister of Defence of India,1962-11-14T00:00:00Z,1966-11-14T00:00:00Z,,,,,,,,,,,,,Q1764541-e962b30f-4c96-4976-ebc7-0962042b5cb1
Q1764541,Yashwantrao Chavan,Q313465,Minister of External Affairs,1974-10-10T00:00:00Z,1977-03-24T00:00:00Z,,,,Q1034290,Swaran Singh,Q233289,Atal Bihari Vajpayee,,,,,,Q1764541-c2c9eadf-44a6-0089-66c5-7745248e1cfe
Q1764541,Yashwantrao Chavan,Q1416501,Minister of Finance,1970-06-27T00:00:00Z,1974-10-10T00:00:00Z,,,,,,,,,,,,,Q1764541-177358d3-4458-c4d4-e420-462cb3cd7483
Q1764541,Yashwantrao Chavan,Q3440901,Minister of Home Affairs,1966-11-14T00:00:00Z,1970-06-27T00:00:00Z,,,,,,,,,,,,,Q1764541-5691ef30-409b-55ad-2452-8d67dcf2f592
Q1764541,Yashwantrao Chavan,Q3440901,Minister of Home Affairs,1979-07-28T00:00:00Z,1980-01-14T00:00:00Z,,,,,,,,,,,,,Q1764541-6dcd0619-4f04-21a6-d8ed-df02e3068ba2
Q334851,Zail Singh,Q3440901,Minister of Home Affairs,1980-01-14T00:00:00Z,1982-06-22T00:00:00Z,,,,Q1764541,Yashwantrao Chavan,Q297950,R. Venkataraman,,,,,,Q334851-ED150925-8DD8-4432-BF1E-8FE0852FBCC9
